CENTRAL POLLUTION CONTROL BOARD,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,
"Date: Saturday, Mar 09 2024",,,,,,,
Time: 11:10:08 PM,,,,,,,
Station,"Bapuji Nagar, Bengaluru - KSPCB",,,,,,
Parameter,"PM10,NO2,CO,Ozone,Temp,RH",,,,,,
AvgPeriod,24 Hours,,,,,,
From,01-02-2019 T00:00:00Z 00:00,,,,,,
To,29-02-2024 T23:06:59Z 00:00,,,,,,
,,,,,,,
"Bapuji Nagar, Bengaluru - KSPCB",,,,,,,
 , ,Bapuji Nagar  Bengaluru - KSPCB , , , , ,
From Date,To Date,PM10,NO2,CO,Ozone,Temp,RH
01-02-2019 00:00,02-02-2019 00:00,110.72,77.81,1.04,85.09,25.12,53.17
02-02-2019 00:00,03-02-2019 00:00,104.84,80.23,0.94,83.29,24.06,53.06
03-02-2019 00:00,04-02-2019 00:00,87.57,67.54,0.75,95.85,23.89,53.47
04-02-2019 00:00,05-02-2019 00:00,83.15,67.62,0.93,62.25,23.78,53.59
05-02-2019 00:00,06-02-2019 00:00,86.12,65.07,0.77,90.85,23.76,56.34
06-02-2019 00:00,07-02-2019 00:00,112.11,75.97,0.9,115.16,23.95,45.11
07-02-2019 00:00,08-02-2019 00:00,115.9,75.9,0.88,77.14,24.1,46.85
08-02-2019 00:00,09-02-2019 00:00,108.01,62.16,0.71,100.22,24.65,51.47
09-02-2019 00:00,10-02-2019 00:00,144.31,82.5,1.27,62.79,26.12,59.35
10-02-2019 00:00,11-02-2019 00:00,101.71,66.2,0.99,56.49,25.96,62.79
11-02-2019 00:00,12-02-2019 00:00,92.13,60.2,0.91,48.01,25.98,61.55
12-02-2019 00:00,13-02-2019 00:00,106.3,71.17,0.95,67.1,26.11,57.83
13-02-2019 00:00,14-02-2019 00:00,106.27,74.34,0.99,75.21,26.19,55.03
14-02-2019 00:00,15-02-2019 00:00,87.8,67.33,0.82,68.5,25.96,50.81
15-02-2019 00:00,16-02-2019 00:00,77.78,64.88,0.75,66.96,26.35,56.45
16-02-2019 00:00,17-02-2019 00:00,114.6,73.48,1.25,78.24,26.29,51.53
17-02-2019 00:00,18-02-2019 00:00,95.97,65.21,0.88,73.39,25.88,46.77
18-02-2019 00:00,19-02-2019 00:00,111.31,76.46,1.01,64.93,26.08,37.91
19-02-2019 00:00,20-02-2019 00:00,86.48,59.19,0.84,77.26,26.22,53.44
20-02-2019 00:00,21-02-2019 00:00,77.37,59.18,0.81,47.48,27.9,52.53
21-02-2019 00:00,22-02-2019 00:00,102.73,65.3,0.81,44.03,28.83,46.61
22-02-2019 00:00,23-02-2019 00:00,107.17,64.62,0.59,57.77,27.24,39.03
23-02-2019 00:00,24-02-2019 00:00,98.71,94.47,1.11,51.77,21.53,22.57
24-02-2019 00:00,25-02-2019 00:00,108.15,76.57,0.86,66.86,22.28,31.14
25-02-2019 00:00,26-02-2019 00:00,98.25,75.09,0.78,84.2,22.21,28.23
26-02-2019 00:00,27-02-2019 00:00,122.89,73.96,1.07,65.87,22.43,39.95
27-02-2019 00:00,28-02-2019 00:00,108.25,57.2,0.7,65,23.06,51.95
28-02-2019 00:00,01-03-2019 00:00,134.46,71,0.88,52.91,22.42,39.15
01-03-2019 00:00,02-03-2019 00:00,133.77,74.37,1.07,42.25,23.17,49.8
02-03-2019 00:00,03-03-2019 00:00,87.88,55.24,0.6,62.08,23.03,57.07
03-03-2019 00:00,04-03-2019 00:00,84.71,57.34,0.68,66.04,23.12,53.08
04-03-2019 00:00,05-03-2019 00:00,88.75,48.46,0.59,82.49,23.6,52.42
05-03-2019 00:00,06-03-2019 00:00,118.06,62.83,1.16,65.73,23.13,54.62
06-03-2019 00:00,07-03-2019 00:00,132.38,74.06,1.03,55.71,23.31,41.09
07-03-2019 00:00,08-03-2019 00:00,180.27,82.3,1.26,42.52,23.18,28.24
08-03-2019 00:00,09-03-2019 00:00,149.33,24.07,1.02,34.9,22.73,31.61
09-03-2019 00:00,10-03-2019 00:00,123.29,24.07,0.85,58.53,22.6,53.81
10-03-2019 00:00,11-03-2019 00:00,82,24.07,0.67,67.18,23.14,52.28
11-03-2019 00:00,12-03-2019 00:00,82.41,24.07,0.67,86.17,22.79,45.5
12-03-2019 00:00,13-03-2019 00:00,105.18,69.75,0.54,102.86,23.95,39.5
13-03-2019 00:00,14-03-2019 00:00,112.46,68.95,0.71,95.89,24.23,33.82
14-03-2019 00:00,15-03-2019 00:00,104.82,61.2,0.54,100.74,23.69,30.47
15-03-2019 00:00,16-03-2019 00:00,97.45,69.48,0.51,52.44,23.99,29.02
16-03-2019 00:00,17-03-2019 00:00,107.73,76,0.66,38.39,25.61,34.55
17-03-2019 00:00,18-03-2019 00:00,94,77.07,0.76,78.96,27,36.39
18-03-2019 00:00,19-03-2019 00:00,92.91,66.75,0.44,88.82,27.07,44.9
19-03-2019 00:00,20-03-2019 00:00,86.41,62.88,0.82,68.24,27.39,49.15
20-03-2019 00:00,21-03-2019 00:00,90.76,62.71,0.57,62.1,27.7,48.25
21-03-2019 00:00,22-03-2019 00:00,88.16,67.36,0.66,77.35,28.23,44.22
22-03-2019 00:00,23-03-2019 00:00,91.39,67.74,0.66,73.46,28.41,43.48
23-03-2019 00:00,24-03-2019 00:00,98.64,70.73,0.66,69.3,28.43,41.16
24-03-2019 00:00,25-03-2019 00:00,91.69,60.97,0.57,79.03,28.63,45.76
25-03-2019 00:00,26-03-2019 00:00,102.27,68.07,0.66,64.31,29.14,42.27
26-03-2019 00:00,27-03-2019 00:00,103.39,68.16,0.62,78.63,29.12,35.69
27-03-2019 00:00,28-03-2019 00:00,129.39,76.97,0.79,67.16,29.3,39.11
28-03-2019 00:00,29-03-2019 00:00,139.31,81.34,0.8,57.33,29.31,36.78
29-03-2019 00:00,30-03-2019 00:00,130.74,76.24,0.85,73.21,29.07,44.74
30-03-2019 00:00,31-03-2019 00:00,121.87,76.35,0.77,56.36,29.2,42.04
31-03-2019 00:00,01-04-2019 00:00,103.27,63.7,0.56,57.27,30.33,49.25
01-04-2019 00:00,02-04-2019 00:00,104.43,67.1,0.63,55.88,30.89,44.77
02-04-2019 00:00,03-04-2019 00:00,115.93,68.7,0.71,59.17,30.92,47.07
03-04-2019 00:00,04-04-2019 00:00,107.43,69.49,0.62,67.12,31.79,40.5
04-04-2019 00:00,05-04-2019 00:00,101.24,59.03,0.55,60.77,31.66,41.06
05-04-2019 00:00,06-04-2019 00:00,101.13,62.28,0.68,65.35,29.37,42.11
06-04-2019 00:00,07-04-2019 00:00,100.53,63.96,0.69,73.51,31.44,42.31
07-04-2019 00:00,08-04-2019 00:00,85.96,61.2,0.6,72.71,32.43,41.09
08-04-2019 00:00,09-04-2019 00:00,91.47,61.36,0.65,64.04,32.91,47.09
09-04-2019 00:00,10-04-2019 00:00,82.27,59.62,0.58,73.12,33.68,51.64
10-04-2019 00:00,11-04-2019 00:00,107.72,62.64,0.65,55.36,34.67,44.4
11-04-2019 00:00,12-04-2019 00:00,96.52,56.35,0.57,54.78,34.65,47.05
12-04-2019 00:00,13-04-2019 00:00,113.61,62.63,0.74,58.82,34.06,42.09
13-04-2019 00:00,14-04-2019 00:00,94.66,55.4,0.64,70.49,29.68,42.75
14-04-2019 00:00,15-04-2019 00:00,83.76,52.8,0.56,75.81,24.29,38.16
15-04-2019 00:00,16-04-2019 00:00,92.92,59.74,0.64,67.9,24.42,38.34
16-04-2019 00:00,17-04-2019 00:00,90.88,58.99,1.49,57.02,23.49,44.51
17-04-2019 00:00,18-04-2019 00:00,97.77,57.31,0.53,32.4,24.15,61.07
18-04-2019 00:00,19-04-2019 00:00,77.07,57.71,0.74,56.58,23.68,57.79
19-04-2019 00:00,20-04-2019 00:00,68.61,54.45,0.74,59.17,23.41,57.05
20-04-2019 00:00,21-04-2019 00:00,65.83,55.98,1.1,62.68,23.69,60.4
21-04-2019 00:00,22-04-2019 00:00,45.8,57.84,0.83,62.77,23.43,55.9
22-04-2019 00:00,23-04-2019 00:00,99.55,61.32,0.65,51.71,23.52,60.39
23-04-2019 00:00,24-04-2019 00:00,71.83,67.33,0.72,73.28,23.67,51.65
24-04-2019 00:00,25-04-2019 00:00,81.74,75.26,0.66,64.22,23.43,44
25-04-2019 00:00,26-04-2019 00:00,93.81,72.58,0.63,70.74,23.97,40.64
26-04-2019 00:00,27-04-2019 00:00,87.14,56.64,0.46,61.46,24.14,54.64
27-04-2019 00:00,28-04-2019 00:00,75.64,24.07,0.74,23.56,26.04,63.45
28-04-2019 00:00,29-04-2019 00:00,100.02,67.34,0.89,39.83,25.97,37.81
29-04-2019 00:00,30-04-2019 00:00,93.69,52.33,0.66,43.28,26.97,56.75
30-04-2019 00:00,01-05-2019 00:00,95.2,44.61,0.41,78.95,27.24,46.62
01-05-2019 00:00,02-05-2019 00:00,75.64,24.07,0.74,23.56,26.04,63.34
02-05-2019 00:00,03-05-2019 00:00,75.64,24.07,0.74,23.56,26.04,63.45
03-05-2019 00:00,04-05-2019 00:00,93.93,54.82,0.63,44.08,31.19,47.54
04-05-2019 00:00,05-05-2019 00:00,114.28,45.92,0.58,46.19,31.4,57.24
05-05-2019 00:00,06-05-2019 00:00,108.59,40.91,0.51,63.17,30.42,51
06-05-2019 00:00,07-05-2019 00:00,98.74,40.74,0.58,80.9,30.91,50
07-05-2019 00:00,08-05-2019 00:00,76.13,37.03,0.43,54.99,31.45,63.68
08-05-2019 00:00,09-05-2019 00:00,77.43,40.99,0.54,32.5,31.58,65.12
09-05-2019 00:00,10-05-2019 00:00,96.44,46.4,0.7,30.03,31.38,59.64
10-05-2019 00:00,11-05-2019 00:00,89.36,50.13,0.62,47.07,29.45,49.19
11-05-2019 00:00,12-05-2019 00:00,74.45,41.08,0.46,53.87,25.56,60.98
12-05-2019 00:00,13-05-2019 00:00,76.63,41.49,0.59,48.37,25.62,58.59
13-05-2019 00:00,14-05-2019 00:00,77.09,39.87,0.47,59.43,25.62,62.68
14-05-2019 00:00,15-05-2019 00:00,92.44,44.61,0.61,50.86,25.58,58.91
15-05-2019 00:00,16-05-2019 00:00,65.82,40.56,0.51,44.03,25.36,70.91
16-05-2019 00:00,17-05-2019 00:00,106.62,56.46,0.94,49.59,25.32,60.34
17-05-2019 00:00,18-05-2019 00:00,95.11,56.36,1.01,42.2,25.47,66
18-05-2019 00:00,19-05-2019 00:00,135.27,59.5,0.86,48.18,26.27,58.85
19-05-2019 00:00,20-05-2019 00:00,109.02,48.64,0.7,50.39,27.39,59.06
20-05-2019 00:00,21-05-2019 00:00,115.05,50.5,0.71,45.3,27.94,58.55
21-05-2019 00:00,22-05-2019 00:00,98.71,40.73,0.56,61.79,27.8,55.68
22-05-2019 00:00,23-05-2019 00:00,93.73,45.35,0.72,74.55,26.02,61.19
23-05-2019 00:00,24-05-2019 00:00,94.71,53.17,0.68,40.48,27.35,68.86
24-05-2019 00:00,25-05-2019 00:00,75.88,46.54,0.53,59.53,28.62,64.42
25-05-2019 00:00,26-05-2019 00:00,64.66,42.34,0.47,68.7,28.43,65.36
26-05-2019 00:00,27-05-2019 00:00,51.17,39.91,0.4,98.07,26.09,63.8
27-05-2019 00:00,28-05-2019 00:00,78.1,56.44,0.74,78.9,28.95,59.96
28-05-2019 00:00,29-05-2019 00:00,96.08,44.25,0.56,57.4,30.99,62.74
29-05-2019 00:00,30-05-2019 00:00,82.29,43.65,0.47,115.22,30.14,53.5
30-05-2019 00:00,31-05-2019 00:00,108.16,37.39,0.51,78.02,26.91,59.84
31-05-2019 00:00,01-06-2019 00:00,71.8,37.96,0.54,104.06,27.04,61.83
01-06-2019 00:00,02-06-2019 00:00,79.18,43.62,0.68,59.32,27.99,63.93
02-06-2019 00:00,03-06-2019 00:00,57.62,22.82,0.33,59.56,28.9,71.85
03-06-2019 00:00,04-06-2019 00:00,47.34,36.65,0.48,70.24,28.01,70.24
04-06-2019 00:00,05-06-2019 00:00,55.7,25.75,0.35,26.6,25.82,75.28
05-06-2019 00:00,06-06-2019 00:00,75.64,24.07,0.74,23.56,26.04,63.45
06-06-2019 00:00,07-06-2019 00:00,75.64,24.07,0.74,23.56,26.04,63.45
07-06-2019 00:00,08-06-2019 00:00,75.64,24.07,0.74,23.56,26.04,63.45
08-06-2019 00:00,09-06-2019 00:00,75.64,24.07,0.74,23.56,26.04,63.45
09-06-2019 00:00,10-06-2019 00:00,75.64,24.07,0.74,23.56,26.04,63.45
10-06-2019 00:00,11-06-2019 00:00,75.64,24.07,0.74,23.56,26.04,63.45
11-06-2019 00:00,12-06-2019 00:00,47.02,23.69,0.3,27.35,26.36,63.98
12-06-2019 00:00,13-06-2019 00:00,42.42,19.88,0.21,26.68,25.75,71.86
13-06-2019 00:00,14-06-2019 00:00,62.66,19.42,0.33,16.61,25.97,70.9
14-06-2019 00:00,15-06-2019 00:00,63.53,18.83,0.42,13.96,26.84,70.15
15-06-2019 00:00,16-06-2019 00:00,59.16,21.72,0.34,16.93,28.64,64.76
16-06-2019 00:00,17-06-2019 00:00,53.72,20.86,0.28,25.82,29.23,60.4
17-06-2019 00:00,18-06-2019 00:00,68.21,24.18,0.32,25.25,28.54,60.31
18-06-2019 00:00,19-06-2019 00:00,63.35,22.78,0.29,24.5,31.32,62.04
19-06-2019 00:00,20-06-2019 00:00,68.32,25.84,0.35,24.34,30.77,62.14
20-06-2019 00:00,21-06-2019 00:00,46.96,25.14,0.27,32.08,29.96,62.38
21-06-2019 00:00,22-06-2019 00:00,75.51,26.49,0.41,33,31.57,69.49
22-06-2019 00:00,23-06-2019 00:00,60.84,23.79,0.32,29.81,32.49,69.33
23-06-2019 00:00,24-06-2019 00:00,35.47,23.5,0.34,28.79,31.66,77.73
24-06-2019 00:00,25-06-2019 00:00,48.09,28.22,0.35,20.56,30.92,72.67
25-06-2019 00:00,26-06-2019 00:00,82.94,25.85,0.36,18.02,28.47,67.84
26-06-2019 00:00,27-06-2019 00:00,67.73,24.58,0.41,13.8,31.71,69.44
27-06-2019 00:00,28-06-2019 00:00,75.3,21.36,0.34,18.76,33.26,65.93
28-06-2019 00:00,29-06-2019 00:00,82.33,21.95,0.32,24.2,29.1,60.96
29-06-2019 00:00,30-06-2019 00:00,65.43,20.13,0.29,26.63,29.11,64.52
30-06-2019 00:00,01-07-2019 00:00,49.03,17.25,0.28,24.31,29.13,67.03
01-07-2019 00:00,02-07-2019 00:00,71.22,18.47,0.31,23.36,29.36,63.06
02-07-2019 00:00,03-07-2019 00:00,49.49,17.6,0.28,27.48,30.01,64.33
03-07-2019 00:00,04-07-2019 00:00,49.15,18.47,0.3,20.71,31.34,65.56
04-07-2019 00:00,05-07-2019 00:00,72.66,20.71,0.41,12.83,31.6,72.99
05-07-2019 00:00,06-07-2019 00:00,57.08,17.23,0.32,13.87,28.54,75.68
06-07-2019 00:00,07-07-2019 00:00,45.25,18.67,0.3,11.66,23.4,73.82
07-07-2019 00:00,08-07-2019 00:00,59.73,16.51,0.27,15.84,23.2,68.14
08-07-2019 00:00,09-07-2019 00:00,45.6,16.8,0.29,13.33,23.06,66.24
09-07-2019 00:00,10-07-2019 00:00,49.54,17.71,0.34,10.16,23.19,72.48
10-07-2019 00:00,11-07-2019 00:00,58.45,19.64,0.31,18.48,23.21,70.74
11-07-2019 00:00,12-07-2019 00:00,50.09,25.57,0.38,17.47,23.25,68.92
12-07-2019 00:00,13-07-2019 00:00,47.3,21.27,0.34,17.59,23.05,64.28
13-07-2019 00:00,14-07-2019 00:00,45.53,20.34,0.34,16.82,22.95,68.72
14-07-2019 00:00,15-07-2019 00:00,44.89,19.35,0.32,15.71,23.03,69.12
15-07-2019 00:00,16-07-2019 00:00,44.28,23.45,0.39,15.77,23.27,70.03
16-07-2019 00:00,17-07-2019 00:00,53.41,23.8,0.38,12.93,23.49,70.76
17-07-2019 00:00,18-07-2019 00:00,70.65,27.06,0.56,10.68,23.64,68.04
18-07-2019 00:00,19-07-2019 00:00,82.33,28.57,0.6,12.83,23.55,71.28
19-07-2019 00:00,20-07-2019 00:00,42.6,22.88,0.41,12.14,24.02,77.25
20-07-2019 00:00,21-07-2019 00:00,53.42,20.67,0.32,17.17,21.98,74.89
21-07-2019 00:00,22-07-2019 00:00,29.57,18.81,0.31,17.57,21.97,78.66
22-07-2019 00:00,23-07-2019 00:00,34.41,21.98,0.31,19.11,22.05,78.9
23-07-2019 00:00,24-07-2019 00:00,42.76,23.63,0.34,15.22,22.13,79.31
24-07-2019 00:00,25-07-2019 00:00,56.92,22.31,0.3,17.02,21.93,72.7
25-07-2019 00:00,26-07-2019 00:00,42.84,22.92,0.41,15.24,21.88,76.42
26-07-2019 00:00,27-07-2019 00:00,41.05,20.24,0.32,12.17,25.77,75.38
27-07-2019 00:00,28-07-2019 00:00,53.07,19.16,0.36,14.8,29.68,68.53
28-07-2019 00:00,29-07-2019 00:00,39.23,13.8,0.17,9.18,28.77,80.2
29-07-2019 00:00,30-07-2019 00:00,44.86,23.33,0.25,15.99,29.5,65.31
30-07-2019 00:00,31-07-2019 00:00,61.78,22.04,0.35,12.07,29.01,71.39
31-07-2019 00:00,01-08-2019 00:00,68.6,24.56,0.41,11.13,29.88,67.37
01-08-2019 00:00,02-08-2019 00:00,51.43,20.16,0.35,13.63,30.36,65.64
02-08-2019 00:00,03-08-2019 00:00,43.1,20.19,0.4,12.55,28.86,69.66
03-08-2019 00:00,04-08-2019 00:00,44.42,18.52,0.31,16.25,29.21,67.78
04-08-2019 00:00,05-08-2019 00:00,41.7,14.02,0.3,15.69,29.19,71.12
05-08-2019 00:00,06-08-2019 00:00,32.35,15.81,0.32,9.21,28.54,78.38
06-08-2019 00:00,07-08-2019 00:00,32.88,18.13,0.34,10.15,27.96,79.6
07-08-2019 00:00,08-08-2019 00:00,35.78,15.38,0.4,6.82,27.92,81.55
08-08-2019 00:00,09-08-2019 00:00,29.86,16.88,0.38,7.47,28.84,83.62
09-08-2019 00:00,10-08-2019 00:00,28.71,18.16,0.32,9.48,28.22,83.54
10-08-2019 00:00,11-08-2019 00:00,31.35,18.56,0.3,13.25,28.25,77.78
11-08-2019 00:00,12-08-2019 00:00,40.42,15.37,0.29,11,28.89,75.1
12-08-2019 00:00,13-08-2019 00:00,52.13,19.26,0.49,8.42,29.55,77.22
13-08-2019 00:00,14-08-2019 00:00,47.59,20.56,0.51,10.78,29.61,75.72
14-08-2019 00:00,15-08-2019 00:00,38.33,20.31,0.37,15.85,29.49,78.22
15-08-2019 00:00,16-08-2019 00:00,40.42,19.06,0.41,19.07,29.19,76.31
16-08-2019 00:00,17-08-2019 00:00,42.63,19.87,0.41,8.88,28.77,79.61
17-08-2019 00:00,18-08-2019 00:00,64.45,21.77,0.53,8.47,29.05,81.26
18-08-2019 00:00,19-08-2019 00:00,52.75,19.27,0.47,7.33,29.01,86.11
19-08-2019 00:00,20-08-2019 00:00,57.11,23.19,0.52,9.4,30.19,76.81
20-08-2019 00:00,21-08-2019 00:00,74.54,23.02,0.57,5.31,29.97,80.96
21-08-2019 00:00,22-08-2019 00:00,64.49,19.4,0.45,5.31,29.46,78.67
22-08-2019 00:00,23-08-2019 00:00,49.89,19.32,0.49,4.46,29.6,79
23-08-2019 00:00,24-08-2019 00:00,33.25,17.74,0.41,5.12,29.09,78.66
24-08-2019 00:00,25-08-2019 00:00,90.8,16.96,0.35,5.89,23.96,76
25-08-2019 00:00,26-08-2019 00:00,61.88,16.5,0.32,8.09,24.31,73.55
26-08-2019 00:00,27-08-2019 00:00,52.14,19.74,0.44,11.1,24.47,74.52
27-08-2019 00:00,28-08-2019 00:00,40.51,21.75,0.34,10.58,25.2,70.48
28-08-2019 00:00,29-08-2019 00:00,44.94,21.59,0.38,8.97,24.5,74.2
29-08-2019 00:00,30-08-2019 00:00,54.06,21.35,0.4,7.05,24.81,73.15
30-08-2019 00:00,31-08-2019 00:00,49.16,19.15,0.35,10.47,25.62,69.73
31-08-2019 00:00,01-09-2019 00:00,55.29,19.49,0.39,7.82,24.5,74.4
01-09-2019 00:00,02-09-2019 00:00,36.93,15.84,0.31,9.82,24.56,75.46
02-09-2019 00:00,03-09-2019 00:00,20.93,13.58,0.28,9.83,24.56,79.03
03-09-2019 00:00,04-09-2019 00:00,24.62,16.84,0.32,8.93,24.67,79.26
04-09-2019 00:00,05-09-2019 00:00,30.18,19.71,0.39,7.12,24.84,81.04
05-09-2019 00:00,06-09-2019 00:00,31.44,16.72,0.36,5.55,26.31,78.56
06-09-2019 00:00,07-09-2019 00:00,33.91,17.39,0.38,6.45,28.58,77.9
07-09-2019 00:00,08-09-2019 00:00,30.84,15.87,0.26,7.01,28.26,74.68
08-09-2019 00:00,09-09-2019 00:00,34.49,13.64,0.34,8.27,29.75,73.19
09-09-2019 00:00,10-09-2019 00:00,62.3,17.47,0.42,8.85,32.9,71.74
10-09-2019 00:00,11-09-2019 00:00,48.93,17.57,0.39,8.52,35.82,73.05
11-09-2019 00:00,12-09-2019 00:00,42.94,16.12,0.36,7.58,37.58,73.78
12-09-2019 00:00,13-09-2019 00:00,35.95,20.91,0.42,7.47,35.35,70.02
13-09-2019 00:00,14-09-2019 00:00,78.43,21.19,0.43,3.17,27.19,76.44
14-09-2019 00:00,15-09-2019 00:00,52.33,21.28,0.41,28.46,22.09,68.31
15-09-2019 00:00,16-09-2019 00:00,47.54,18.39,0.44,27.28,22.5,67.83
16-09-2019 00:00,17-09-2019 00:00,39.2,18.66,0.5,20.51,21.78,77.62
17-09-2019 00:00,18-09-2019 00:00,50.47,22.04,0.63,21.95,21.8,79.72
18-09-2019 00:00,19-09-2019 00:00,57.59,23.47,0.54,28.61,21.68,75.93
19-09-2019 00:00,20-09-2019 00:00,48.05,21.22,0.4,56.61,21.83,73.92
20-09-2019 00:00,21-09-2019 00:00,60.97,19.97,0.43,35.88,21.64,72.03
21-09-2019 00:00,22-09-2019 00:00,53.28,24.46,0.52,30.55,22.3,66.9
22-09-2019 00:00,23-09-2019 00:00,62.77,27.24,0.94,22.68,22.08,75.09
23-09-2019 00:00,24-09-2019 00:00,58.08,33.09,0.91,31.3,22.04,77.78
24-09-2019 00:00,25-09-2019 00:00,43.65,34.99,0.72,49.66,22.16,77.05
25-09-2019 00:00,26-09-2019 00:00,24.78,24.09,0.31,36.55,21.98,76.38
26-09-2019 00:00,27-09-2019 00:00,31.44,19.61,0.33,23.17,21.98,73.97
27-09-2019 00:00,28-09-2019 00:00,62.07,30.16,0.68,32.29,21.96,72.23
28-09-2019 00:00,29-09-2019 00:00,48.52,25.95,0.44,63.53,21.96,67.49
29-09-2019 00:00,30-09-2019 00:00,65.34,26.3,0.46,58.05,21.82,63.49
30-09-2019 00:00,01-10-2019 00:00,52.99,24.98,0.47,37.2,21.96,65.17
01-10-2019 00:00,02-10-2019 00:00,66.35,33.69,0.73,50.8,21.75,73.72
02-10-2019 00:00,03-10-2019 00:00,61.18,48.24,0.83,60.61,22.05,67.67
03-10-2019 00:00,04-10-2019 00:00,61.39,40.86,0.67,77.34,24.36,71.66
04-10-2019 00:00,05-10-2019 00:00,67.31,43.46,0.97,86.53,26.53,72.99
05-10-2019 00:00,06-10-2019 00:00,88.27,51.75,0.97,58.63,26.46,70.56
06-10-2019 00:00,07-10-2019 00:00,55.54,35.15,0.52,63.62,27.03,69.51
07-10-2019 00:00,08-10-2019 00:00,74.21,42.21,0.86,54.89,27.02,71.38
08-10-2019 00:00,09-10-2019 00:00,37.66,33.96,0.54,92.75,27.53,75.05
09-10-2019 00:00,10-10-2019 00:00,61.87,41.58,0.78,83.85,27.98,71.56
10-10-2019 00:00,11-10-2019 00:00,67.01,37.63,0.69,71.1,29.41,71.43
11-10-2019 00:00,12-10-2019 00:00,93.66,44.88,0.79,59.27,31.48,70.68
12-10-2019 00:00,13-10-2019 00:00,80.67,36.61,0.74,49.3,30.85,64.02
13-10-2019 00:00,14-10-2019 00:00,46.41,24.52,0.58,21,33.05,68.6
14-10-2019 00:00,15-10-2019 00:00,64.27,31.15,0.88,20.23,34.11,62.8
15-10-2019 00:00,16-10-2019 00:00,67.58,32.39,0.83,31.75,36.64,67.96
16-10-2019 00:00,17-10-2019 00:00,60.78,30.35,0.72,29,37.46,68.6
17-10-2019 00:00,18-10-2019 00:00,57.07,27.38,0.76,17.99,38.88,74.42
18-10-2019 00:00,19-10-2019 00:00,54.09,26.63,0.62,32.74,30.24,71.47
19-10-2019 00:00,20-10-2019 00:00,48.19,29.01,0.6,18.19,21.54,71.95
20-10-2019 00:00,21-10-2019 00:00,42.51,28.76,0.55,29.03,21.44,72.54
21-10-2019 00:00,22-10-2019 00:00,51.89,36.21,0.9,22.3,21.69,79.44
22-10-2019 00:00,23-10-2019 00:00,31.21,29.11,0.53,21.21,22.81,85.88
23-10-2019 00:00,24-10-2019 00:00,40.68,22.33,0.46,12.12,22.38,80.07
24-10-2019 00:00,25-10-2019 00:00,60.92,22.31,0.4,20.76,23,74.89
25-10-2019 00:00,26-10-2019 00:00,53.9,20.25,0.4,17.29,22.37,78.74
26-10-2019 00:00,27-10-2019 00:00,43.49,20.68,0.39,15.67,22.22,75.27
27-10-2019 00:00,28-10-2019 00:00,68.25,24.29,0.55,21.32,22.83,75.68
28-10-2019 00:00,29-10-2019 00:00,83.75,29.66,0.75,19.12,23.59,75.22
29-10-2019 00:00,30-10-2019 00:00,79.62,30.73,0.73,25.83,24.12,74.9
30-10-2019 00:00,31-10-2019 00:00,41.88,27.34,0.64,26.64,25.89,79.55
31-10-2019 00:00,01-11-2019 00:00,35.79,20.7,0.37,49.23,28.62,74.91
01-11-2019 00:00,02-11-2019 00:00,50.62,22.54,0.53,80.3,29.71,57.35
02-11-2019 00:00,03-11-2019 00:00,94.55,35.47,1.1,30.28,35.21,57.26
03-11-2019 00:00,04-11-2019 00:00,87.31,32,0.66,39.84,36.6,62.64
04-11-2019 00:00,05-11-2019 00:00,127.5,42.4,1.13,38.77,38.03,52.57
05-11-2019 00:00,06-11-2019 00:00,155.83,47.1,1.22,36.83,38.9,51.85
06-11-2019 00:00,07-11-2019 00:00,144.66,65.57,1.26,68.49,37.17,47.62
07-11-2019 00:00,08-11-2019 00:00,147.5,50.96,1.01,57.06,37.47,60.03
08-11-2019 00:00,09-11-2019 00:00,131.71,45.57,1.05,64.1,38.97,68.8
09-11-2019 00:00,10-11-2019 00:00,113.19,43.21,0.77,62.75,38.03,67.47
10-11-2019 00:00,11-11-2019 00:00,116.46,46.31,0.92,48.82,38.46,67.29
11-11-2019 00:00,12-11-2019 00:00,134.91,43.73,0.81,96.2,38.26,69.41
12-11-2019 00:00,13-11-2019 00:00,71.02,37.3,0.7,68,24.86,55.84
13-11-2019 00:00,14-11-2019 00:00,90.54,40.4,0.8,45.92,23.1,63.28
14-11-2019 00:00,15-11-2019 00:00,81.35,36.15,0.87,41.6,23.48,70.74
15-11-2019 00:00,16-11-2019 00:00,81.92,30.42,0.83,11.9,23.22,73.25
16-11-2019 00:00,17-11-2019 00:00,66.12,27.79,0.78,12.75,24.74,70.25
17-11-2019 00:00,18-11-2019 00:00,91.4,33.44,0.82,29.98,25.81,62.29
18-11-2019 00:00,19-11-2019 00:00,79.6,30.38,0.85,24.51,25.72,67.65
19-11-2019 00:00,20-11-2019 00:00,63.17,25.96,0.73,25.92,25.78,65.5
20-11-2019 00:00,21-11-2019 00:00,70.71,28.51,0.87,13.37,25.79,73.3
21-11-2019 00:00,22-11-2019 00:00,114.38,37.12,1.12,25.35,25.92,70.62
22-11-2019 00:00,23-11-2019 00:00,99.17,33.85,0.84,34.79,25.6,69.18
23-11-2019 00:00,24-11-2019 00:00,93.47,36,0.75,38.22,25.77,63.58
24-11-2019 00:00,25-11-2019 00:00,75.64,24.07,0.74,23.56,26.04,63.45
